site_no,url,lat,long,id,county,state,hydrolic_unit_id,id2
02314500,https://waterdata.usgs.gov/nwis/inventory/?site_no=02314500&agency_cd=USGS,30.680556,82.560556,NAD83,Clinch County,Georgia,03110201,NAVD88
02317500,https://waterdata.usgs.gov/nwis/inventory/?site_no=02317500&agency_cd=USGS,30.703889,83.033333,NAD27,Echols County,Georgia,03110202,NAVD88
02317797,https://waterdata.usgs.gov/nwis/inventory/?site_no=02317797&agency_cd=USGS,31.481667,83.584167,NAD27,Tift County,Georgia,03110204,NAVD88
02318500,https://waterdata.usgs.gov/nwis/inventory/?site_no=02318500&agency_cd=USGS,30.793056,83.453611,NAD83,Brooks County,Georgia,03110203,NAVD88
02330450,https://waterdata.usgs.gov/nwis/inventory/?site_no=02330450&agency_cd=USGS,34.700833,83.728889,NAD83,White County,Georgia,03130001,NGVD29
02333500,https://waterdata.usgs.gov/nwis/inventory/?site_no=02333500&agency_cd=USGS,34.528056,83.939722,NAD83,Lumpkin County,Georgia,03130001,NGVD29
02334430,https://waterdata.usgs.gov/nwis/inventory/?site_no=02334430&agency_cd=USGS,34.156944,84.078889,NAD83,Gwinnett County,Georgia,03130001,NAVD88
02334480,https://waterdata.usgs.gov/nwis/inventory/?site_no=02334480&agency_cd=USGS,34.1325,84.07,NAD27,Gwinnett County,Georgia,03130001,NAVD88
02334578,https://waterdata.usgs.gov/nwis/inventory/?site_no=02334578&agency_cd=USGS,34.096389,84.079722,NAD27,Gwinnett County,Georgia,03130001,NAVD88
02334652,https://waterdata.usgs.gov/nwis/inventory/?site_no=02334652&agency_cd=USGS,34.058833,84.110694,NAD83,Forsyth County,Georgia,03130001,NGVD29
02334653,https://waterdata.usgs.gov/nwis/inventory/?site_no=02334653&agency_cd=USGS,34.056306,84.109083,NAD83,Forsyth County,Georgia,03130001,NAVD88
02334654,https://waterdata.usgs.gov/nwis/inventory/?site_no=02334654&agency_cd=USGS,34.053889,84.105278,NAD83,Fulton County,Georgia,03130001,NGVD29
02334885,https://waterdata.usgs.gov/nwis/inventory/?site_no=02334885&agency_cd=USGS,34.032222,84.089444,NAD27,Gwinnett County,Georgia,03130001,NAVD88
02335000,https://waterdata.usgs.gov/nwis/inventory/?site_no=02335000&agency_cd=USGS,33.997222,84.201944,NAD83,Gwinnett County,Georgia,03130001,NAVD88
02335350,https://waterdata.usgs.gov/nwis/inventory/?site_no=02335350&agency_cd=USGS,33.965,84.265,NAD27,Gwinnett County,Georgia,03130001,NAVD88
02335400,https://waterdata.usgs.gov/nwis/inventory/?site_no=02335400&agency_cd=USGS,33.973056,84.268889,NAD83,Fulton County,Georgia,03130001,NGVD29
02335405,https://waterdata.usgs.gov/nwis/inventory/?site_no=02335405&agency_cd=USGS,33.973333,84.27,NAD83,Fulton County,Georgia,03130001,NGVD29
02335450,https://waterdata.usgs.gov/nwis/inventory/?site_no=02335450&agency_cd=USGS,33.985833,84.316111,NAD27,Fulton County,Georgia,03130001,NAVD88
02335700,https://waterdata.usgs.gov/nwis/inventory/?site_no=02335700&agency_cd=USGS,34.050556,84.269444,NAD83,Fulton County,Georgia,03130001,NGVD29
02335777,https://waterdata.usgs.gov/nwis/inventory/?site_no=02335777&agency_cd=USGS,33.996667,84.384444,NAD83,Fulton County,Georgia,03130001,NGVD29
02335778,https://waterdata.usgs.gov/nwis/inventory/?site_no=02335778&agency_cd=USGS,33.996389,84.384444,NAD83,Fulton County,Georgia,03130001,NGVD29
02335779,https://waterdata.usgs.gov/nwis/inventory/?site_no=02335779&agency_cd=USGS,33.995278,84.384444,NAD83,Fulton County,Georgia,03130001,NGVD29
02335815,https://waterdata.usgs.gov/nwis/inventory/?site_no=02335815&agency_cd=USGS,33.968056,84.382778,NAD83,Fulton County,Georgia,03130001,NGVD29
02335870,https://waterdata.usgs.gov/nwis/inventory/?site_no=02335870&agency_cd=USGS,33.953889,84.443333,NAD83,Cobb County,Georgia,03130001,NAVD88
02335880,https://waterdata.usgs.gov/nwis/inventory/?site_no=02335880&agency_cd=USGS,33.902222,84.441667,NAD27,Fulton County,Georgia,03130001,
02336000,https://waterdata.usgs.gov/nwis/inventory/?site_no=02336000&agency_cd=USGS,33.859167,84.454444,NAD83,Fulton County,Georgia,03130001,NAVD88
02336030,https://waterdata.usgs.gov/nwis/inventory/?site_no=02336030&agency_cd=USGS,33.905556,84.225,NAD27,Gwinnett County,Georgia,03130001,NGVD29
02336120,https://waterdata.usgs.gov/nwis/inventory/?site_no=02336120&agency_cd=USGS,33.831389,84.342778,NAD27,Dekalb County,Georgia,03130001,NAVD88
02336152,https://waterdata.usgs.gov/nwis/inventory/?site_no=02336152&agency_cd=USGS,33.810444,84.247972,NAD83,Dekalb County,Georgia,03130001,NAVD88
023362095,https://waterdata.usgs.gov/nwis/inventory/?site_no=023362095&agency_cd=USGS,33.821389,84.274722,NAD83,Dekalb County,Georgia,03130001,NGVD29
02336240,https://waterdata.usgs.gov/nwis/inventory/?site_no=02336240&agency_cd=USGS,33.802778,84.340833,NAD27,Dekalb County,Georgia,03130001,
02336300,https://waterdata.usgs.gov/nwis/inventory/?site_no=02336300&agency_cd=USGS,33.820306,84.407639,NAD83,Fulton County,Georgia,03130001,NGVD29
02336313,https://waterdata.usgs.gov/nwis/inventory/?site_no=02336313&agency_cd=USGS,33.821667,84.438889,NAD27,Fulton County,Georgia,03130001,NAVD88
02336340,https://waterdata.usgs.gov/nwis/inventory/?site_no=02336340&agency_cd=USGS,33.897778,84.345556,NAD27,Dekalb County,Georgia,03130001,NGVD29
02336360,https://waterdata.usgs.gov/nwis/inventory/?site_no=02336360&agency_cd=USGS,33.869167,84.378889,NAD83,Fulton County,Georgia,03130001,NAVD88
02336410,https://waterdata.usgs.gov/nwis/inventory/?site_no=02336410&agency_cd=USGS,33.838333,84.439444,NAD27,Fulton County,Georgia,03130001,NAVD88
02336526,https://waterdata.usgs.gov/nwis/inventory/?site_no=02336526&agency_cd=USGS,33.794167,84.474444,NAD27,Fulton County,Georgia,03130002,NAVD88
02336728,https://waterdata.usgs.gov/nwis/inventory/?site_no=02336728&agency_cd=USGS,33.743333,84.568333,NAD27,Fulton County,Georgia,03130002,NGVD29
02337000,https://waterdata.usgs.gov/nwis/inventory/?site_no=02337000&agency_cd=USGS,33.7765,84.615611,NAD27,Douglas County,Georgia,03130002,NAVD88
02337170,https://waterdata.usgs.gov/nwis/inventory/?site_no=02337170&agency_cd=USGS,33.656667,84.673611,NAD83,Fulton County,Georgia,03130002,NAVD88
02337410,https://waterdata.usgs.gov/nwis/inventory/?site_no=02337410&agency_cd=USGS,33.653806,84.821028,NAD83,Douglas County,Georgia,03130002,NAVD88
02337498,https://waterdata.usgs.gov/nwis/inventory/?site_no=02337498&agency_cd=USGS,33.527222,84.936389,NAD83,Carroll County,Georgia,03130002,NGVD29
02338500,https://waterdata.usgs.gov/nwis/inventory/?site_no=02338500&agency_cd=USGS,33.279167,85.1,NAD27,Heard County,Georgia,03130002,NGVD29
02338523,https://waterdata.usgs.gov/nwis/inventory/?site_no=02338523&agency_cd=USGS,33.340556,85.226944,NAD27,Heard County,Georgia,03130002,NGVD29
02343805,https://waterdata.usgs.gov/nwis/inventory/?site_no=02343805&agency_cd=USGS,31.248889,85.106667,NAD27,Early County,Georgia,03130004,NAVD88
02344280,https://waterdata.usgs.gov/nwis/inventory/?site_no=02344280&agency_cd=USGS,33.525833,84.433889,NAD83,Fayette County,Georgia,03130005,NGVD29
02344630,https://waterdata.usgs.gov/nwis/inventory/?site_no=02344630&agency_cd=USGS,33.3575,84.5825,NAD27,Fayette County,Georgia,03130005,NAVD88
02344655,https://waterdata.usgs.gov/nwis/inventory/?site_no=02344655&agency_cd=USGS,33.421667,84.578333,NAD83,Fayette County,Georgia,03130005,NGVD29
02344673,https://waterdata.usgs.gov/nwis/inventory/?site_no=02344673&agency_cd=USGS,33.383056,84.572778,NAD27,Fayette County,Georgia,03130005,NGVD29
02350600,https://waterdata.usgs.gov/nwis/inventory/?site_no=02350600&agency_cd=USGS,32.0525,84.548333,NAD83,Webster County,Georgia,03130007,NGVD29
02350900,https://waterdata.usgs.gov/nwis/inventory/?site_no=02350900&agency_cd=USGS,31.764444,84.253333,NAD83,Lee County,Georgia,03130007,NGVD29
02353000,https://waterdata.usgs.gov/nwis/inventory/?site_no=02353000&agency_cd=USGS,31.306944,84.338889,NAD83,Baker County,Georgia,03130008,NGVD29
02356000,https://waterdata.usgs.gov/nwis/inventory/?site_no=02356000&agency_cd=USGS,30.911389,84.58,NAD27,Decatur County,Georgia,03130008,NAVD88
02357150,https://waterdata.usgs.gov/nwis/inventory/?site_no=02357150&agency_cd=USGS,30.903889,84.749167,NAD27,Decatur County,Georgia,03130010,NAVD88
02382500,https://waterdata.usgs.gov/nwis/inventory/?site_no=02382500&agency_cd=USGS,34.603611,84.695556,NAD27,Murray County,Georgia,03150102,NAVD88
02385800,https://waterdata.usgs.gov/nwis/inventory/?site_no=02385800&agency_cd=USGS,34.716667,84.77,NAD83,Murray County,Georgia,03150101,NGVD29
02388975,https://waterdata.usgs.gov/nwis/inventory/?site_no=02388975&agency_cd=USGS,34.408889,84.019722,NAD27,Dawson County,Georgia,03150104,NGVD29
02388985,https://waterdata.usgs.gov/nwis/inventory/?site_no=02388985&agency_cd=USGS,34.398611,84.056667,NAD83,Dawson County,Georgia,03150104,NAVD88
02389150,https://waterdata.usgs.gov/nwis/inventory/?site_no=02389150&agency_cd=USGS,34.358056,84.113333,NAD83,Dawson County,Georgia,03150104,NAVD88
02392000,https://waterdata.usgs.gov/nwis/inventory/?site_no=02392000&agency_cd=USGS,34.239833,84.494744,NAD27,Cherokee County,Georgia,03150104,NAVD88
02394000,https://waterdata.usgs.gov/nwis/inventory/?site_no=02394000&agency_cd=USGS,34.163056,84.741111,NAD27,Bartow County,Georgia,03150104,NGVD29
02394682,https://waterdata.usgs.gov/nwis/inventory/?site_no=02394682&agency_cd=USGS,34.078972,84.854444,NAD83,Paulding County,Georgia,03150104,NGVD29
02394820,https://waterdata.usgs.gov/nwis/inventory/?site_no=02394820&agency_cd=USGS,33.998611,85.0525,NAD27,Polk County,Georgia,03150104,NGVD29
02397000,https://waterdata.usgs.gov/nwis/inventory/?site_no=02397000&agency_cd=USGS,34.200278,85.256667,NAD27,Floyd County,Georgia,03150105,NGVD29
03544970,https://waterdata.usgs.gov/nwis/inventory/?site_no=03544970&agency_cd=USGS,34.883889,83.721667,NAD27,Towns County,Georgia,06020002,NGVD29
310902081284301,https://waterdata.usgs.gov/nwis/inventory/?site_no=310902081284301&agency_cd=USGS,31.150667,81.478583,NAD27,Glynn County,Georgia,03070203,aquifer
311014081310802,https://waterdata.usgs.gov/nwis/inventory/?site_no=311014081310802&agency_cd=USGS,31.170561,81.5189,NAD83,Glynn County,Georgia,03070203,aquifer
16210500,https://waterdata.usgs.gov/nwis/inventory/?site_no=16210500&agency_cd=USGS,21.565306,158.120361,NAD83,Honolulu County,Hawaii,20060000,LMSL
16238000,https://waterdata.usgs.gov/nwis/inventory/?site_no=16238000&agency_cd=USGS,21.296639,157.83675,NAD83,Honolulu County,Hawaii,20060000,LMSL
16238500,https://waterdata.usgs.gov/nwis/inventory/?site_no=16238500&agency_cd=USGS,21.328361,157.800861,NAD83,Honolulu County,Hawaii,20060000,LMSL
12309500,https://waterdata.usgs.gov/nwis/inventory/?site_no=12309500&agency_cd=USGS,48.698056,116.3125,NAD83,Boundary County,Idaho,17010104,NGVD29
12413370,https://waterdata.usgs.gov/nwis/inventory/?site_no=12413370&agency_cd=USGS,47.476667,116.221667,NAD83,Shoshone County,Idaho,17010302,NGVD29
13032500,https://waterdata.usgs.gov/nwis/inventory/?site_no=13032500&agency_cd=USGS,43.350833,111.218889,NAD83,Bonneville County,Idaho,17040104,NGVD29
13038500,https://waterdata.usgs.gov/nwis/inventory/?site_no=13038500&agency_cd=USGS,43.735278,111.878056,NAD83,Jefferson County,Idaho,17040201,NGVD29
13068500,https://waterdata.usgs.gov/nwis/inventory/?site_no=13068500&agency_cd=USGS,43.130556,112.476667,NAD83,Bingham County,Idaho,17040207,NGVD29
13069500,https://waterdata.usgs.gov/nwis/inventory/?site_no=13069500&agency_cd=USGS,43.125278,112.518889,NAD83,Bingham County,Idaho,17040206,NGVD29
13092747,https://waterdata.usgs.gov/nwis/inventory/?site_no=13092747&agency_cd=USGS,42.5625,114.494722,NAD83,Twin Falls County,Idaho,17040212,NGVD29
13094000,https://waterdata.usgs.gov/nwis/inventory/?site_no=13094000&agency_cd=USGS,42.665833,114.712222,NAD83,Twin Falls County,Idaho,17040212,NGVD29
13095175,https://waterdata.usgs.gov/nwis/inventory/?site_no=13095175&agency_cd=USGS,42.673889,114.809167,NAD83,Gooding County,Idaho,17040212,aquifer
13108150,https://waterdata.usgs.gov/nwis/inventory/?site_no=13108150&agency_cd=USGS,42.696389,114.855278,NAD83,Twin Falls County,Idaho,17040213,NGVD29
13150430,https://waterdata.usgs.gov/nwis/inventory/?site_no=13150430&agency_cd=USGS,43.323361,114.10835,NAD83,Blaine County,Idaho,17040221,NAVD88
13154500,https://waterdata.usgs.gov/nwis/inventory/?site_no=13154500&agency_cd=USGS,43.002222,115.2025,NAD83,Elmore County,Idaho,17050101,NGVD29
13176400,https://waterdata.usgs.gov/nwis/inventory/?site_no=13176400&agency_cd=USGS,42.261369,116.868442,NAD83,Owyhee County,Idaho,17050104,NAVD88
13192200,https://waterdata.usgs.gov/nwis/inventory/?site_no=13192200&agency_cd=USGS,43.550556,115.721944,NAD83,Elmore County,Idaho,17050113,
13211205,https://waterdata.usgs.gov/nwis/inventory/?site_no=13211205&agency_cd=USGS,43.677353,116.701131,NAD83,Canyon County,Idaho,17050114,
13211210,https://waterdata.usgs.gov/nwis/inventory/?site_no=13211210&agency_cd=USGS,43.677769,116.705494,NAD83,Canyon County,Idaho,17050114,NAVD88
13213000,https://waterdata.usgs.gov/nwis/inventory/?site_no=13213000&agency_cd=USGS,43.781667,116.972778,NAD83,Canyon County,Idaho,17050114,NGVD29
13251000,https://waterdata.usgs.gov/nwis/inventory/?site_no=13251000&agency_cd=USGS,44.042222,116.925278,NAD83,Payette County,Idaho,17050122,NGVD29
13266000,https://waterdata.usgs.gov/nwis/inventory/?site_no=13266000&agency_cd=USGS,44.27,116.772222,NAD83,Washington County,Idaho,17050124,NGVD29
13269000,https://waterdata.usgs.gov/nwis/inventory/?site_no=13269000&agency_cd=USGS,44.245556,116.980833,NAD83,Washington County,Idaho,17050201,NGVD29
13296000,https://waterdata.usgs.gov/nwis/inventory/?site_no=13296000&agency_cd=USGS,44.278889,114.733889,NAD83,Custer County,Idaho,17060201,NGVD29
13307000,https://waterdata.usgs.gov/nwis/inventory/?site_no=13307000&agency_cd=USGS,45.3225,114.44,NAD83,Lemhi County,Idaho,17060203,NGVD29
13311000,https://waterdata.usgs.gov/nwis/inventory/?site_no=13311000&agency_cd=USGS,44.905722,115.3295,NAD83,Valley County,Idaho,17060208,NAVD88
13311450,https://waterdata.usgs.gov/nwis/inventory/?site_no=13311450&agency_cd=USGS,44.936361,115.337222,NAD83,Valley County,Idaho,17060208,NAVD88
13317000,https://waterdata.usgs.gov/nwis/inventory/?site_no=13317000&agency_cd=USGS,45.750278,116.323889,NAD83,Idaho County,Idaho,17060209,NGVD29
13317660,https://waterdata.usgs.gov/nwis/inventory/?site_no=13317660&agency_cd=USGS,46.003056,116.916944,NAD83,Nez Perce County,Idaho,17060103,
13337099,https://waterdata.usgs.gov/nwis/inventory/?site_no=13337099&agency_cd=USGS,46.130053,115.948131,NAD83,Idaho County,Idaho,17060304,NAVD88
13340000,https://waterdata.usgs.gov/nwis/inventory/?site_no=13340000&agency_cd=USGS,46.478333,116.2575,NAD83,Clearwater County,Idaho,17060306,NGVD29
13340600,https://waterdata.usgs.gov/nwis/inventory/?site_no=13340600&agency_cd=USGS,46.840556,115.621111,NAD83,Clearwater County,Idaho,17060307,NGVD29
13341000,https://waterdata.usgs.gov/nwis/inventory/?site_no=13341000&agency_cd=USGS,46.504444,116.319444,NAD27,Clearwater County,Idaho,17060308,NGVD29
13341050,https://waterdata.usgs.gov/nwis/inventory/?site_no=13341050&agency_cd=USGS,46.500278,116.3925,NAD83,Nez Perce County,Idaho,17060306,NGVD29
13342500,https://waterdata.usgs.gov/nwis/inventory/?site_no=13342500&agency_cd=USGS,46.448333,116.8275,NAD83,Nez Perce County,Idaho,17060306,NGVD29
13343000,https://waterdata.usgs.gov/nwis/inventory/?site_no=13343000&agency_cd=USGS,46.434167,116.967778,NAD83,Nez Perce County,Idaho,17060306,NGVD29
03339000,https://waterdata.usgs.gov/nwis/inventory/?site_no=03339000&agency_cd=USGS,40.100833,87.597222,NAD27,Vermilion County,Illinois,05120109,NGVD29
03346500,https://waterdata.usgs.gov/nwis/inventory/?site_no=03346500&agency_cd=USGS,38.723611,87.664444,NAD83,Lawrence County,Illinois,05120112,NAVD88
03381495,https://waterdata.usgs.gov/nwis/inventory/?site_no=03381495&agency_cd=USGS,38.092222,88.156111,NAD27,White County,Illinois,05120114,NGVD29
03612600,https://waterdata.usgs.gov/nwis/inventory/?site_no=03612600&agency_cd=USGS,37.179167,89.058333,NAD27,Pulaski County,Illinois,05140206,NGVD29
05440700,https://waterdata.usgs.gov/nwis/inventory/?site_no=05440700&agency_cd=USGS,42.123056,89.255833,NAD27,Ogle County,Illinois,07090005,NGVD29
05446500,https://waterdata.usgs.gov/nwis/inventory/?site_no=05446500&agency_cd=USGS,41.556111,90.185278,NAD83,Rock Island County,Illinois,07090005,NGVD29
05447500,https://waterdata.usgs.gov/nwis/inventory/?site_no=05447500&agency_cd=USGS,41.488889,90.1575,NAD27,Henry County,Illinois,07090007,NGVD29
05527000,https://waterdata.usgs.gov/nwis/inventory/?site_no=05527000&agency_cd=USGS,41.246111,88.1275,NAD83,Will County,Illinois,07120001,NGVD29
05527500,https://waterdata.usgs.gov/nwis/inventory/?site_no=05527500&agency_cd=USGS,41.346667,88.186389,NAD27,Will County,Illinois,07120001,NGVD29
05536137,https://waterdata.usgs.gov/nwis/inventory/?site_no=05536137&agency_cd=USGS,41.8375,87.685278,NAD83,Cook County,Illinois,07120003,NGVD29
05536700,https://waterdata.usgs.gov/nwis/inventory/?site_no=05536700&agency_cd=USGS,41.696389,87.941667,NAD83,Cook County,Illinois,07120004,NAVD88
05536890,https://waterdata.usgs.gov/nwis/inventory/?site_no=05536890&agency_cd=USGS,41.691389,87.964444,NAD83,Dupage County,Illinois,07120004,NAVD88
05536995,https://waterdata.usgs.gov/nwis/inventory/?site_no=05536995&agency_cd=USGS,41.640833,88.059444,NAD83,Will County,Illinois,07120004,NAVD88
05537980,https://waterdata.usgs.gov/nwis/inventory/?site_no=05537980&agency_cd=USGS,41.536389,88.0825,NAD83,Will County,Illinois,07120004,NGVD29
05538020,https://waterdata.usgs.gov/nwis/inventory/?site_no=05538020&agency_cd=USGS,41.5,88.106944,NAD83,Will County,Illinois,07120004,NGVD29
05539670,https://waterdata.usgs.gov/nwis/inventory/?site_no=05539670&agency_cd=USGS,41.414444,88.214444,NAD83,Will County,Illinois,07120004,NGVD29
05543010,https://waterdata.usgs.gov/nwis/inventory/?site_no=05543010&agency_cd=USGS,41.299722,88.614167,NAD83,Lasalle County,Illinois,07120005,NAVD88
05550001,https://waterdata.usgs.gov/nwis/inventory/?site_no=05550001&agency_cd=USGS,42.161944,88.293889,NAD83,Mchenry County,Illinois,07120006,NGVD29
05553700,https://waterdata.usgs.gov/nwis/inventory/?site_no=05553700&agency_cd=USGS,41.324722,88.983889,NAD27,Lasalle County,Illinois,07130001,
05558300,https://waterdata.usgs.gov/nwis/inventory/?site_no=05558300&agency_cd=USGS,41.107222,89.356111,NAD83,Marshall County,Illinois,07130001,NGVD29
05576100,https://waterdata.usgs.gov/nwis/inventory/?site_no=05576100&agency_cd=USGS,39.715539,89.702444,NAD83,Sangamon County,Illinois,07130007,NAVD88
05576195,https://waterdata.usgs.gov/nwis/inventory/?site_no=05576195&agency_cd=USGS,39.659075,89.658936,NAD83,Sangamon County,Illinois,07130007,NAVD88
05578100,https://waterdata.usgs.gov/nwis/inventory/?site_no=05578100&agency_cd=USGS,40.227778,88.660556,NAD83,Dewitt County,Illinois,07130009,NGVD29
05578250,https://waterdata.usgs.gov/nwis/inventory/?site_no=05578250&agency_cd=USGS,40.235278,88.809722,NAD83,Dewitt County,Illinois,07130009,NGVD29
05578300,https://waterdata.usgs.gov/nwis/inventory/?site_no=05578300&agency_cd=USGS,40.140556,88.881944,NAD83,Dewitt County,Illinois,07130009,
05586300,https://waterdata.usgs.gov/nwis/inventory/?site_no=05586300&agency_cd=USGS,39.632778,90.607778,NAD83,Pike County,Illinois,07130011,NAVD88
05595000,https://waterdata.usgs.gov/nwis/inventory/?site_no=05595000&agency_cd=USGS,38.319722,89.888611,NAD83,St. Clair County,Illinois,07140204,NGVD29
05599490,https://waterdata.usgs.gov/nwis/inventory/?site_no=05599490&agency_cd=USGS,37.758333,89.327778,NAD83,Jackson County,Illinois,07140106,NGVD29
412320088154101,https://waterdata.usgs.gov/nwis/inventory/?site_no=412320088154101&agency_cd=USGS,41.388889,88.261389,NAD83,Grundy County,Illinois,07120001,
422308088195601,https://waterdata.usgs.gov/nwis/inventory/?site_no=422308088195601&agency_cd=USGS,42.385556,88.332222,NAD83,Mchenry County,Illinois,07120006,aquifer
03275500,https://waterdata.usgs.gov/nwis/inventory/?site_no=03275500&agency_cd=USGS,39.806667,84.907222,NAD27,Wayne County,Indiana,05080003,NAVD88
03275990,https://waterdata.usgs.gov/nwis/inventory/?site_no=03275990&agency_cd=USGS,39.440833,85.002778,NAD27,Franklin County,Indiana,05080003,NAVD88
03276000,https://waterdata.usgs.gov/nwis/inventory/?site_no=03276000&agency_cd=USGS,39.433889,85.003333,NAD27,Franklin County,Indiana,05080003,NGVD29
03323500,https://waterdata.usgs.gov/nwis/inventory/?site_no=03323500&agency_cd=USGS,40.85325,85.489778,NAD83,Huntington County,Indiana,05120101,NAVD88
03323587,https://waterdata.usgs.gov/nwis/inventory/?site_no=03323587&agency_cd=USGS,41.021389,85.255556,NAD83,Allen County,Indiana,05120101,NAVD88
03324500,https://waterdata.usgs.gov/nwis/inventory/?site_no=03324500&agency_cd=USGS,40.811667,85.683889,NAD27,Wabash County,Indiana,05120102,NAVD88
03327000,https://waterdata.usgs.gov/nwis/inventory/?site_no=03327000&agency_cd=USGS,40.723333,85.9575,NAD27,Miami County,Indiana,05120103,NGVD29
03340870,https://waterdata.usgs.gov/nwis/inventory/?site_no=03340870&agency_cd=USGS,39.7175,87.072222,NAD27,Parke County,Indiana,05120108,NGVD29
03340900,https://waterdata.usgs.gov/nwis/inventory/?site_no=03340900&agency_cd=USGS,39.711167,87.071278,NAD83,Parke County,Indiana,05120108,NGVD29
03351007,https://waterdata.usgs.gov/nwis/inventory/?site_no=03351007&agency_cd=USGS,39.916667,86.150556,NAD83,Marion County,Indiana,05120201,NAVD88
03352875,https://waterdata.usgs.gov/nwis/inventory/?site_no=03352875&agency_cd=USGS,39.788778,86.177472,NAD83,Marion County,Indiana,05120201,NAVD88
03353000,https://waterdata.usgs.gov/nwis/inventory/?site_no=03353000&agency_cd=USGS,39.737139,86.169694,NAD83,Marion County,Indiana,05120201,NAVD88
033531908,https://waterdata.usgs.gov/nwis/inventory/?site_no=033531908&agency_cd=USGS,39.724722,86.167778,NAD83,Marion County,Indiana,05120201,NAVD88
03353200,https://waterdata.usgs.gov/nwis/inventory/?site_no=03353200&agency_cd=USGS,39.946389,86.260278,NAD27,Boone County,Indiana,05120201,NGVD29
03353415,https://waterdata.usgs.gov/nwis/inventory/?site_no=03353415&agency_cd=USGS,39.885778,86.355444,NAD83,Hendricks County,Indiana,05120201,NAVD88
03353420,https://waterdata.usgs.gov/nwis/inventory/?site_no=03353420&agency_cd=USGS,39.872583,86.361528,NAD83,Hendricks County,Indiana,05120201,NAVD88
03353494,https://waterdata.usgs.gov/nwis/inventory/?site_no=03353494&agency_cd=USGS,39.780556,86.285833,NAD83,Marion County,Indiana,05120201,NAVD88
03353611,https://waterdata.usgs.gov/nwis/inventory/?site_no=03353611&agency_cd=USGS,39.714444,86.200556,NAD27,Marion County,Indiana,05120201,NGVD29
03353633,https://waterdata.usgs.gov/nwis/inventory/?site_no=03353633&agency_cd=USGS,39.674167,86.115556,NAD83,Marion County,Indiana,05120201,
03353670,https://waterdata.usgs.gov/nwis/inventory/?site_no=03353670&agency_cd=USGS,39.8655,86.394778,NAD83,Hendricks County,Indiana,05120201,NAVD88
03354000,https://waterdata.usgs.gov/nwis/inventory/?site_no=03354000&agency_cd=USGS,39.4975,86.400556,NAD27,Morgan County,Indiana,05120201,NAVD88
03359000,https://waterdata.usgs.gov/nwis/inventory/?site_no=03359000&agency_cd=USGS,39.4875,86.924722,NAD27,Putnam County,Indiana,05120203,NAVD88
03372500,https://waterdata.usgs.gov/nwis/inventory/?site_no=03372500&agency_cd=USGS,39.004944,86.509194,NAD83,Monroe County,Indiana,05120208,NAVD88
03373980,https://waterdata.usgs.gov/nwis/inventory/?site_no=03373980&agency_cd=USGS,38.528333,87.253889,NAD27,Pike County,Indiana,05120202,NAVD88
03374000,https://waterdata.usgs.gov/nwis/inventory/?site_no=03374000&agency_cd=USGS,38.510833,87.289444,NAD27,Pike County,Indiana,05120202,NAVD88
03374100,https://waterdata.usgs.gov/nwis/inventory/?site_no=03374100&agency_cd=USGS,38.489722,87.55,NAD27,Gibson County,Indiana,05120202,NAVD88
03374500,https://waterdata.usgs.gov/nwis/inventory/?site_no=03374500&agency_cd=USGS,38.441944,86.714167,NAD27,Dubois County,Indiana,05120209,NAVD88
04092750,https://waterdata.usgs.gov/nwis/inventory/?site_no=04092750&agency_cd=USGS,41.649167,87.468611,NAD27,Lake County,Indiana,04040001,NGVD29
04095090,https://waterdata.usgs.gov/nwis/inventory/?site_no=04095090&agency_cd=USGS,41.622222,87.175833,NAD27,Porter County,Indiana,04040001,NGVD29
04182755,https://waterdata.usgs.gov/nwis/inventory/?site_no=04182755&agency_cd=USGS,41.060278,85.185278,NAD83,Allen County,Indiana,04100004,NAVD88
04183038,https://waterdata.usgs.gov/nwis/inventory/?site_no=04183038&agency_cd=USGS,41.183083,84.869694,NAD83,Allen County,Indiana,04100005,NAVD88
05515500,https://waterdata.usgs.gov/nwis/inventory/?site_no=05515500&agency_cd=USGS,41.389639,86.706167,NAD83,Starke County,Indiana,07120001,NAVD88
05516665,https://waterdata.usgs.gov/nwis/inventory/?site_no=05516665&agency_cd=USGS,41.271389,86.466667,NAD83,Starke County,Indiana,07120001,NAVD88
05517000,https://waterdata.usgs.gov/nwis/inventory/?site_no=05517000&agency_cd=USGS,41.302778,86.620556,NAD27,Starke County,Indiana,07120001,NGVD29
05517010,https://waterdata.usgs.gov/nwis/inventory/?site_no=05517010&agency_cd=USGS,41.306667,86.7375,NAD83,Starke County,Indiana,07120001,NAVD88
05517500,https://waterdata.usgs.gov/nwis/inventory/?site_no=05517500&agency_cd=USGS,41.22,86.968333,NAD27,Porter County,Indiana,07120001,NAVD88
05518000,https://waterdata.usgs.gov/nwis/inventory/?site_no=05518000&agency_cd=USGS,41.182778,87.340278,NAD27,Newton County,Indiana,07120001,NAVD88
05524500,https://waterdata.usgs.gov/nwis/inventory/?site_no=05524500&agency_cd=USGS,40.870556,87.306667,NAD27,Newton County,Indiana,07120002,NGVD29
395223086214201,https://waterdata.usgs.gov/nwis/inventory/?site_no=395223086214201&agency_cd=USGS,39.873108,86.361681,NAD83,Hendricks County,Indiana,05120201,aquifer
